report_date	app_id	media_source	campaign_id	campaign_name	cost_usd	impressions	clicks	installs_count	ad_revenue_usd	iap_revenue_usd	total_revenue_usd	roas	cpi_usd
2026-06-01	mock_app_id	googleadwords_int		Unattributed	0.0	0	0	564	1.7489373099999939	126.6943690704	128.4433063804
2026-06-01	mock_app_id	googleadwords_int	109075442	mc_df87094f	0.0	0	0	0	0.21672988090000003	0.0	0.21672988090000003
2026-06-01	mock_app_id	googleadwords_int	126634786	mc_fb57024c	0.0	0	0	0	0.78908932920000008	0.0	0.78908932920000008
2026-06-01	mock_app_id	googleadwords_int	132608256	mc_9772a6c4	0.0	0	0	0	0.0314436737	0.0	0.0314436737
2026-06-01	mock_app_id	googleadwords_int	140410898	mc_a2e93e84	81.123802859499918	12119	356	143	60.550567661099308	98.05208300000001	158.60265066109932	1.9550692283963402	0.56729932069580358
2026-06-01	mock_app_id	googleadwords_int	148918961	mc_993fe179	18.600248686099984	21344	739	280	3.2267530308000003	54.651572434900004	57.8783254657	3.1116963241976774	0.066429459593214224
2026-06-01	mock_app_id	googleadwords_int	161694703	mc_2c0c0430	119.49329745450007	200796	10156	3404	84.245678368297078	143.45894147860002	227.70461984689712	1.9055848712652783	0.03510378891142775
2026-06-01	mock_app_id	googleadwords_int	243641668	mc_1e8723bd	11.155768798894641	27426	846	333	11.528044672900005	0.0	11.528044672900005	1.0333707053916581	0.03350080720388781
2026-06-01	mock_app_id	googleadwords_int	261307969	mc_b4ba1e63	38.2522843648	9820	203	94	31.205818735400026	38.7689159011	69.974734636500031	1.8292955779888336	0.40693919537021273
2026-06-01	mock_app_id	googleadwords_int	262368493	mc_c13d8f45	13.659576204099997	10302	317	120	5.4066252328000157	30.592670283	35.999295515800014	2.6354621093584609	0.1138298017008333
2026-06-01	mock_app_id	googleadwords_int	265069104	mc_b8b1eac5	27.833864004214334	39608	967	155	4.063124432400036	19.700919551600002	23.76404398400004	0.85378170923023544	0.17957331615622152
2026-06-01	mock_app_id	googleadwords_int	300652860	mc_a0dc7a81	0.0	0	0	0	0.0	0.0	0.0
2026-06-01	mock_app_id	googleadwords_int	303460318	mc_483107f1	0.0	0	0	0	0.0002764363	0.0	0.0002764363
2026-06-01	mock_app_id	googleadwords_int	324659865	mc_cb530cbb	0.0	0	0	0	0.0018535244999999998	0.0	0.0018535244999999998
2026-06-01	mock_app_id	googleadwords_int	351751429	mc_b7e37028	7.1512796909657492	673	18	12	4.9903096172	46.6404484609	51.630758078099994	7.2197928635521578	0.59593997424714573
2026-06-01	mock_app_id	googleadwords_int	373680283	mc_541ebe5c	0.0	0	0	0	0.0009184819	0.0	0.0009184819
2026-06-01	mock_app_id	googleadwords_int	414724209	mc_5dcabbd9	0.0	0	0	0	0.5309156596	76.408522	76.9394376596
2026-06-01	mock_app_id	googleadwords_int	429833705	mc_a544a26e	0.0	0	0	0	0.018089380000000002	20.3291726363	20.3472620163
2026-06-01	mock_app_id	googleadwords_int	448176306	mc_d1c03fd5	0.0	0	0	0	0.0	58.500230706699995	58.500230706699995
2026-06-01	mock_app_id	googleadwords_int	491097897	mc_d7a6e79d	0.0	0	0	0	0.0029248744	0.0	0.0029248744
2026-06-01	mock_app_id	googleadwords_int	513913086	mc_2472b5d9	0.0	0	0	0	0.0021936558	0.0	0.0021936558
2026-06-01	mock_app_id	googleadwords_int	514288304	mc_c95b5395	0.0	0	0	1	0.0	0.0	0.0
2026-06-01	mock_app_id	googleadwords_int	544153460	mc_21ff68ff	0.0	0	0	0	2.42041e-05	47.1226527323	47.1226769364
2026-06-01	mock_app_id	googleadwords_int	555249599	mc_e731112f	0.0	0	0	0	0.0038560953000000005	0.0	0.0038560953000000005
2026-06-01	mock_app_id	googleadwords_int	557162896	mc_b0c8a1e0	53.278163767700015	19776	1072	514	20.180998957800085	0.0	20.180998957800085	0.37878555735877018	0.10365401511225684
2026-06-01	mock_app_id	googleadwords_int	574617314	mc_a3bfa925	0.0	0	0	0	0.129797671	0.0	0.129797671
2026-06-01	mock_app_id	googleadwords_int	585166272	mc_60587c25	3.6682047479499174	3166	69	19	3.6390354790000008	0.0	3.6390354790000008	0.9920480804769094	0.19306340778683775
2026-06-01	mock_app_id	googleadwords_int	612287821	mc_6b5afb99	0.0	0	0	0	0.11145478489999999	0.0	0.11145478489999999
2026-06-01	mock_app_id	googleadwords_int	624225880	mc_ae3dba5e	0.0028121471999999997	25	0	0	0.0	0.0	0.0	0.0
2026-06-01	mock_app_id	googleadwords_int	739276167	mc_1fbdf2e3	57.509559052722906	5608	151	74	50.245533230999747	0.0	50.245533230999747	0.873690114454473	0.77715620341517444
2026-06-01	mock_app_id	googleadwords_int	750609416	mc_09bed4a1	0.0	0	0	0	0.00048026030000000003	0.0	0.00048026030000000003
